area	gene	indication_mesh_id	indication_mesh_term	gene_count
congenital	CD200R1	D003876	Dermatitis, Atopic	140
congenital	CETP	D006938	Hyperlipoproteinemia Type II	360
congenital	F11	D005173	Factor XI Deficiency	2
congenital	F7	D005168	Factor VII Deficiency	1
congenital	F7	D006467	Hemophilia A	1
congenital	GATA3	D003876	Dermatitis, Atopic	69
congenital	IL13	D003876	Dermatitis, Atopic	69
congenital	IL2RA	D003876	Dermatitis, Atopic	69
congenital	IL33	D003876	Dermatitis, Atopic	140
congenital	IL4R	D003876	Dermatitis, Atopic	140
congenital	INPP5D	D003876	Dermatitis, Atopic	69
congenital	LCAT	D007863	Lecithin Cholesterol Acyltransferase Deficiency	574
congenital	MC1R	D000417	Albinism	11
congenital	MTNR1B	D058496	Smith-Magenis Syndrome	333
congenital	NFKB1	D003876	Dermatitis, Atopic	140
congenital	PCSK9	D006938	Hyperlipoproteinemia Type II	360
congenital	PPARA	D006938	Hyperlipoproteinemia Type II	488
congenital	PPARG	D006073	Gout	472
congenital	SLC22A12	D006073	Gout	472
congenital	SLC40A1	D006432	Hemochromatosis	39
congenital	THRB	D006938	Hyperlipoproteinemia Type II	488
congenital	TNFSF4	D003876	Dermatitis, Atopic	69
congenital	TSLP	D003876	Dermatitis, Atopic	140
congenital	VEGFA	D012174	Retinitis Pigmentosa	121
congenital	VWF	D006467	Hemophilia A	10
congenital	VWF	D014842	von Willebrand Diseases	14
infection	AVPR1A	D018805	Sepsis	410
infection	CHRM3	D029481	Bronchitis, Chronic	128
infection	IFNAR2	D000086382	COVID-19	13
infection	IL33	D012852	Sinusitis	8
infection	TNFRSF1A	D018805	Sepsis	410
infection	TSLP	D012852	Sinusitis	8
endocrine	ABCC8	D003924	Diabetes Mellitus, Type 2	612
endocrine	CALCR	D003920	Diabetes Mellitus	539
endocrine	CALCR	D003924	Diabetes Mellitus, Type 2	612
endocrine	ESR1	D004700	Endocrine System Diseases	854
endocrine	FBP1	D003924	Diabetes Mellitus, Type 2	612
endocrine	FGFR1	D003924	Diabetes Mellitus, Type 2	612
endocrine	FGFR4	D003924	Diabetes Mellitus, Type 2	612
endocrine	GCK	D003920	Diabetes Mellitus	539
endocrine	GCK	D003924	Diabetes Mellitus, Type 2	612
endocrine	GIPR	D003924	Diabetes Mellitus, Type 2	612
endocrine	GLP1R	D003920	Diabetes Mellitus	539
endocrine	GLP1R	D003924	Diabetes Mellitus, Type 2	612
endocrine	GLP2R	D003924	Diabetes Mellitus, Type 2	612
endocrine	IL2RA	D003922	Diabetes Mellitus, Type 1	135
endocrine	IL7R	D003922	Diabetes Mellitus, Type 1	135
endocrine	INS	D003922	Diabetes Mellitus, Type 1	135
endocrine	INSR	D003924	Diabetes Mellitus, Type 2	612
endocrine	KCNJ11	D003920	Diabetes Mellitus	539
endocrine	KCNJ11	D003924	Diabetes Mellitus, Type 2	612
endocrine	MAPK14	D003929	Diabetic Neuropathies	1
endocrine	MAPK14	D017719	Diabetic Foot	1
endocrine	MC4R	D003920	Diabetes Mellitus	539
endocrine	MC4R	D003924	Diabetes Mellitus, Type 2	612
endocrine	METAP2	D003924	Diabetes Mellitus, Type 2	612
endocrine	NOX4	D003928	Diabetic Nephropathies	18
endocrine	PPARG	D003924	Diabetes Mellitus, Type 2	612
endocrine	SLC5A1	D003920	Diabetes Mellitus	539
endocrine	TACR3	D004700	Endocrine System Diseases	854
endocrine	TSHR	D006980	Hyperthyroidism	11
endocrine	VEGFA	D003924	Diabetes Mellitus, Type 2	612
respiratory	ADORA1	D001249	Asthma	1103
respiratory	ADORA1	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	ADRB2	D001249	Asthma	1103
respiratory	ADRB2	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	CHRM3	D001249	Asthma	1103
respiratory	CHRM3	D029424	Pulmonary Disease, Chronic Obstructive	128
respiratory	CHRM3	D029481	Bronchitis, Chronic	128
respiratory	CHRM3	D065631	Rhinitis, Allergic	1103
respiratory	FGFR3	D001249	Asthma	1103
respiratory	GATA3	D001249	Asthma	1103
respiratory	GATA3	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	HCRTR1	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	IFNAR2	D000086382	COVID-19	13
respiratory	IL13	D001249	Asthma	1103
respiratory	IL13	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	IL1R1	D029424	Pulmonary Disease, Chronic Obstructive	128
respiratory	IL33	D001249	Asthma	1103
respiratory	IL33	D009298	Nasal Polyps	17
respiratory	IL33	D012852	Sinusitis	8
respiratory	IL33	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	IL33	D065631	Rhinitis, Allergic	44
respiratory	IL4R	D001249	Asthma	1103
respiratory	IL4R	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	IL4R	D065631	Rhinitis, Allergic	1103
respiratory	IL6	D001249	Asthma	1103
respiratory	MMP12	D001249	Asthma	128
respiratory	NFKB1	D001249	Asthma	44
respiratory	NR3C1	D001249	Asthma	1103
respiratory	NR3C1	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	NR3C1	D065631	Rhinitis, Allergic	1103
respiratory	PDE3A	D001249	Asthma	1103
respiratory	PDE3A	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	PDE4D	D001249	Asthma	1103
respiratory	PDE4D	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	PDE4D	D065631	Rhinitis, Allergic	1103
respiratory	RARG	D029424	Pulmonary Disease, Chronic Obstructive	1103
respiratory	TNFSF15	D001249	Asthma	1103
respiratory	TNFSF4	D001249	Asthma	1103
respiratory	TNFSF4	D065631	Rhinitis, Allergic	1103
respiratory	TSLP	D001249	Asthma	1103
respiratory	TSLP	D009298	Nasal Polyps	17
respiratory	TSLP	D012852	Sinusitis	8
respiratory	TSLP	D029424	Pulmonary Disease, Chronic Obstructive	1103
metabolic	ABCA1	D006949	Hyperlipidemias	360
metabolic	ABCC8	D003924	Diabetes Mellitus, Type 2	612
metabolic	ADRB1	D006949	Hyperlipidemias	360
metabolic	ADRB2	D006949	Hyperlipidemias	509
metabolic	ALPL	D007014	Hypophosphatasia	477
metabolic	ANGPTL4	D015228	Hypertriglyceridemia	488
metabolic	ANGPTL8	D006949	Hyperlipidemias	360
metabolic	APOA1	D006937	Hypercholesterolemia	509
metabolic	APOA1	D006938	Hyperlipoproteinemia Type II	509
metabolic	APOA1	D006949	Hyperlipidemias	509
metabolic	APOA1	D052456	Hypoalphalipoproteinemias	509
metabolic	APOB	D006937	Hypercholesterolemia	360
metabolic	APOB	D006938	Hyperlipoproteinemia Type II	4
metabolic	APOB	D006949	Hyperlipidemias	360
metabolic	APOB	D015228	Hypertriglyceridemia	488
metabolic	APOC3	D006937	Hypercholesterolemia	360
metabolic	APOC3	D006949	Hyperlipidemias	360
metabolic	APOC3	D015228	Hypertriglyceridemia	488
metabolic	APOC3	D050171	Dyslipidemias	360
metabolic	APOE	D006938	Hyperlipoproteinemia Type II	360
metabolic	C9orf72	D000690	Amyotrophic Lateral Sclerosis	23
metabolic	C9orf72	D057180	Frontotemporal Dementia	23
metabolic	CALCR	D003920	Diabetes Mellitus	539
metabolic	CALCR	D003924	Diabetes Mellitus, Type 2	612
metabolic	CALCR	D009765	Obesity	1499
metabolic	CASR	D006934	Hypercalcemia	275
metabolic	CASR	D006996	Hypocalcemia	275
metabolic	CBS	D006712	Homocystinuria	5
metabolic	CETP	D006937	Hypercholesterolemia	360
metabolic	CETP	D006938	Hyperlipoproteinemia Type II	360
metabolic	CETP	D006949	Hyperlipidemias	360
metabolic	DGAT2	D006949	Hyperlipidemias	360
metabolic	ENPP1	D017674	Hypophosphatemia	9
metabolic	ESR1	D010024	Osteoporosis	70
metabolic	FBP1	D003924	Diabetes Mellitus, Type 2	612
metabolic	FDFT1	D006949	Hyperlipidemias	488
metabolic	FGF21	D015228	Hypertriglyceridemia	488
metabolic	FGFR1	D003924	Diabetes Mellitus, Type 2	612
metabolic	FGFR1	D009765	Obesity	1499
metabolic	FGFR4	D003924	Diabetes Mellitus, Type 2	612
metabolic	FGFR4	D009765	Obesity	1499
metabolic	GCK	D003920	Diabetes Mellitus	539
metabolic	GCK	D003924	Diabetes Mellitus, Type 2	612
metabolic	GFRAL	D009765	Obesity	1499
metabolic	GIPR	D003924	Diabetes Mellitus, Type 2	612
metabolic	GIPR	D009765	Obesity	1499
metabolic	GLP1R	D003920	Diabetes Mellitus	539
metabolic	GLP1R	D003924	Diabetes Mellitus, Type 2	612
metabolic	GLP1R	D009765	Obesity	1499
metabolic	GLP2R	D003924	Diabetes Mellitus, Type 2	612
metabolic	GRN	D057180	Frontotemporal Dementia	1
metabolic	HCAR3	D006937	Hypercholesterolemia	509
metabolic	HCAR3	D006949	Hyperlipidemias	509
metabolic	HMGCR	D006937	Hypercholesterolemia	360
metabolic	HMGCR	D006949	Hyperlipidemias	360
metabolic	HMGCR	D050171	Dyslipidemias	509
metabolic	HTR1A	D009765	Obesity	1499
metabolic	IGF1	D024821	Metabolic Syndrome	28
metabolic	IL2RA	D003922	Diabetes Mellitus, Type 1	135
metabolic	IL7R	D003922	Diabetes Mellitus, Type 1	135
metabolic	INS	D003922	Diabetes Mellitus, Type 1	135
metabolic	INSR	D003924	Diabetes Mellitus, Type 2	612
metabolic	INSR	D009765	Obesity	1499
metabolic	KCNJ11	D003920	Diabetes Mellitus	539
metabolic	KCNJ11	D003924	Diabetes Mellitus, Type 2	612
metabolic	LCAT	D007863	Lecithin Cholesterol Acyltransferase Deficiency	574
metabolic	LEPR	D009765	Obesity	1499
metabolic	LPA	D006949	Hyperlipidemias	360
metabolic	LPL	D015228	Hypertriglyceridemia	488
metabolic	MAPK1	D009765	Obesity	1499
metabolic	MC1R	D000417	Albinism	11
metabolic	MC4R	D003920	Diabetes Mellitus	539
metabolic	MC4R	D003924	Diabetes Mellitus, Type 2	612
metabolic	MC4R	D009765	Obesity	1499
metabolic	MC4R	D024821	Metabolic Syndrome	65
metabolic	METAP2	D003924	Diabetes Mellitus, Type 2	612
metabolic	MTTP	D006949	Hyperlipidemias	488
metabolic	NPC1L1	D006949	Hyperlipidemias	360
metabolic	NPC1L1	D050171	Dyslipidemias	509
metabolic	NPY	D009765	Obesity	1499
metabolic	NR1H3	D006937	Hypercholesterolemia	488
metabolic	NR1H4	D006937	Hypercholesterolemia	360
metabolic	NR1H4	D006949	Hyperlipidemias	360
metabolic	NR1H4	D015228	Hypertriglyceridemia	360
metabolic	NR3C1	D009765	Obesity	1499
metabolic	OPRM1	D009765	Obesity	1499
metabolic	PCSK9	D006937	Hypercholesterolemia	360
metabolic	PCSK9	D006938	Hyperlipoproteinemia Type II	360
metabolic	PCSK9	D006949	Hyperlipidemias	360
metabolic	PDE3A	D015228	Hypertriglyceridemia	488
metabolic	PDE4B	D015228	Hypertriglyceridemia	360
metabolic	PPARA	D006937	Hypercholesterolemia	488
metabolic	PPARA	D006938	Hyperlipoproteinemia Type II	488
metabolic	PPARA	D006949	Hyperlipidemias	488
metabolic	PPARA	D009765	Obesity	1499
metabolic	PPARA	D015228	Hypertriglyceridemia	488
metabolic	PPARA	D050171	Dyslipidemias	488
metabolic	PPARD	D009765	Obesity	1499
metabolic	PPARG	D003924	Diabetes Mellitus, Type 2	612
metabolic	PPARG	D006073	Gout	472
metabolic	PPARG	D006949	Hyperlipidemias	360
metabolic	PPARG	D009765	Obesity	1499
metabolic	PPARG	D015228	Hypertriglyceridemia	488
metabolic	PPARG	D024821	Metabolic Syndrome	7
metabolic	SLC10A2	D006937	Hypercholesterolemia	509
metabolic	SLC10A2	D006949	Hyperlipidemias	509
metabolic	SLC22A12	D006073	Gout	472
metabolic	SLC40A1	D006432	Hemochromatosis	39
metabolic	SLC5A1	D003920	Diabetes Mellitus	539
metabolic	SLC6A4	D009765	Obesity	1499
metabolic	SOST	D001851	Bone Diseases, Metabolic	70
metabolic	SOST	D010024	Osteoporosis	70
metabolic	THRB	D006937	Hypercholesterolemia	488
metabolic	THRB	D006938	Hyperlipoproteinemia Type II	488
metabolic	VEGFA	D003924	Diabetes Mellitus, Type 2	612
hematology	ACVRL1	D000740	Anemia	1799
hematology	BCL11A	D000755	Anemia, Sickle Cell	2
hematology	BCL11A	D013789	Thalassemia	2
hematology	BCL2	D000740	Anemia	1799
hematology	CSF3	D009503	Neutropenia	646
hematology	CSF3R	D007970	Leukopenia	990
hematology	CSF3R	D009503	Neutropenia	646
hematology	CXCR4	D001778	Blood Coagulation Disorders	630
hematology	DYRK3	D000740	Anemia	1799
hematology	EGLN1	D000740	Anemia	1799
hematology	EGLN2	D000740	Anemia	1799
hematology	EGLN3	D000740	Anemia	1799
hematology	EPOR	D000740	Anemia	1799
hematology	F10	D001778	Blood Coagulation Disorders	630
hematology	F11	D001778	Blood Coagulation Disorders	630
hematology	F11	D005173	Factor XI Deficiency	2
hematology	F7	D005168	Factor VII Deficiency	1
hematology	F7	D006467	Hemophilia A	1
hematology	FCGRT	D013921	Thrombocytopenia	917
hematology	FCGRT	D016553	Purpura, Thrombocytopenic, Idiopathic	917
hematology	FLT3	D013921	Thrombocytopenia	1516
hematology	FLT3	D013922	Thrombocytosis	1516
hematology	IL12B	D012507	Sarcoidosis	11
hematology	IL13	D057765	Eosinophilic Esophagitis	695
hematology	IL4R	D057765	Eosinophilic Esophagitis	695
hematology	IL5RA	D017681	Hypereosinophilic Syndrome	695
hematology	IL5RA	D057765	Eosinophilic Esophagitis	695
hematology	JAK1	D013922	Thrombocytosis	1516
hematology	JAK2	D009196	Myeloproliferative Disorders	11
hematology	JAK2	D013921	Thrombocytopenia	917
hematology	JAK2	D013922	Thrombocytosis	11
hematology	JAK2	D055728	Primary Myelofibrosis	11
hematology	KIT	D013921	Thrombocytopenia	917
hematology	KIT	D017681	Hypereosinophilic Syndrome	695
hematology	MPL	D013921	Thrombocytopenia	1516
hematology	NR3C1	D057765	Eosinophilic Esophagitis	695
hematology	PIK3CA	D013922	Thrombocytosis	917
hematology	PIK3CB	D013922	Thrombocytosis	1516
hematology	S1PR1	D057765	Eosinophilic Esophagitis	695
hematology	S1PR4	D057765	Eosinophilic Esophagitis	695
hematology	SLC40A1	D000740	Anemia	1799
hematology	SYK	D016553	Purpura, Thrombocytopenic, Idiopathic	917
hematology	THPO	D013921	Thrombocytopenia	1516
hematology	THPO	D013922	Thrombocytosis	1516
hematology	VWF	D006467	Hemophilia A	10
hematology	VWF	D014842	von Willebrand Diseases	14
