area	gene	indication_mesh_id	indication_mesh_term	gwas_source
digestive	CD40	D003424	Crohn Disease	GWAS Catalog
digestive	CYP7A1	D042882	Gallstones	GWAS Catalog
digestive	HSD17B13	D065626	Non-alcoholic Fatty Liver Disease	GWAS Catalog
digestive	IFNG	D003424	Crohn Disease	GWAS Catalog
digestive	IL12B	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	IL12B	D003424	Crohn Disease	GWAS Catalog
digestive	IL12B	D008105	Liver Cirrhosis, Biliary	GWAS Catalog
digestive	IL13	D057765	Eosinophilic Esophagitis	GWAS Catalog
digestive	IL23R	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	IL23R	D003424	Crohn Disease	GWAS Catalog
digestive	IL23R	D015212	Inflammatory Bowel Diseases	GWAS Catalog
digestive	IL2RA	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	IL4R	D057765	Eosinophilic Esophagitis	GWAS Catalog
digestive	IL5RA	D057765	Eosinophilic Esophagitis	GWAS Catalog
digestive	ITGA4	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	ITGA4	D015212	Inflammatory Bowel Diseases	GWAS Catalog
digestive	ITGAV	D003424	Crohn Disease	GWAS Catalog
digestive	JAK2	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	JAK2	D003424	Crohn Disease	GWAS Catalog
digestive	MAP3K8	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	MAP3K8	D015212	Inflammatory Bowel Diseases	GWAS Catalog
digestive	MMP9	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	MMP9	D003424	Crohn Disease	GWAS Catalog
digestive	NFKB1	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	NFKB1	D003424	Crohn Disease	GWAS Catalog
digestive	NR1H4	D008107	Liver Diseases	GWAS Catalog
digestive	NR3C1	D057765	Eosinophilic Esophagitis	GWAS Catalog
digestive	PDE4B	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	PDE4B	D003424	Crohn Disease	GWAS Catalog
digestive	PDE4B	D015212	Inflammatory Bowel Diseases	GWAS Catalog
digestive	PNPLA3	D065626	Non-alcoholic Fatty Liver Disease	GWAS Catalog
digestive	PPARG	D065626	Non-alcoholic Fatty Liver Disease	GWAS Catalog
digestive	PRKCB	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	PTGER4	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	S1PR1	D057765	Eosinophilic Esophagitis	GWAS Catalog
digestive	S1PR4	D057765	Eosinophilic Esophagitis	GWAS Catalog
digestive	SMAD7	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	SMAD7	D003424	Crohn Disease	GWAS Catalog
digestive	STAT3	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	TNFRSF1A	D008103	Liver Cirrhosis	GWAS Catalog
digestive	TNFSF15	D003093	Colitis, Ulcerative	GWAS Catalog
digestive	TNFSF15	D003424	Crohn Disease	GWAS Catalog
digestive	IL4R	D057765	Eosinophilic Esophagitis	Neale UKBB
digestive	IL5RA	D057765	Eosinophilic Esophagitis	Neale UKBB
digestive	NR3C1	D057765	Eosinophilic Esophagitis	Neale UKBB
digestive	S1PR1	D057765	Eosinophilic Esophagitis	Neale UKBB
digestive	S1PR4	D057765	Eosinophilic Esophagitis	Neale UKBB
digestive	IL12B	D003093	Colitis, Ulcerative	FinnGen
digestive	IL12B	D003424	Crohn Disease	FinnGen
digestive	IL12RB2	D003424	Crohn Disease	FinnGen
digestive	IL21R	D003424	Crohn Disease	FinnGen
digestive	IL23R	D003093	Colitis, Ulcerative	FinnGen
digestive	IL23R	D003424	Crohn Disease	FinnGen
digestive	IL23R	D015212	Inflammatory Bowel Diseases	FinnGen
digestive	IL7R	D003093	Colitis, Ulcerative	FinnGen
digestive	IL7R	D003424	Crohn Disease	FinnGen
digestive	JAK2	D003093	Colitis, Ulcerative	FinnGen
digestive	JAK2	D003424	Crohn Disease	FinnGen
digestive	PNPLA3	D065626	Non-alcoholic Fatty Liver Disease	FinnGen
digestive	PTGER4	D003093	Colitis, Ulcerative	FinnGen
digestive	SERPINA1	D019896	alpha 1-Antitrypsin Deficiency	FinnGen
digestive	TNFSF15	D003093	Colitis, Ulcerative	FinnGen
digestive	TNFSF15	D003424	Crohn Disease	FinnGen
digestive	TYK2	D003093	Colitis, Ulcerative	FinnGen
digestive	TYK2	D003424	Crohn Disease	FinnGen
digestive	TYK2	D015212	Inflammatory Bowel Diseases	FinnGen
oncology	ALCAM	D001943	Breast Neoplasms	GWAS Catalog
oncology	AR	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	BCL2	D008224	Lymphoma, Follicular	GWAS Catalog
oncology	BCL2	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	GWAS Catalog
oncology	BCL2	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	GWAS Catalog
oncology	CASP8	D008175	Lung Neoplasms	GWAS Catalog
oncology	CCND1	D001943	Breast Neoplasms	GWAS Catalog
oncology	CCNE1	D001943	Breast Neoplasms	GWAS Catalog
oncology	CDK6	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	CDKN1A	D015179	Colorectal Neoplasms	GWAS Catalog
oncology	CHEK2	D006258	Head and Neck Neoplasms	GWAS Catalog
oncology	CHEK2	D015179	Colorectal Neoplasms	GWAS Catalog
oncology	CYP19A1	D001943	Breast Neoplasms	GWAS Catalog
oncology	EDNRB	D005770	Gastrointestinal Neoplasms	GWAS Catalog
oncology	EGFR	D005909	Glioblastoma	GWAS Catalog
oncology	EGFR	D008527	Medulloblastoma	GWAS Catalog
oncology	EGFR	D018242	Neuroectodermal Tumors, Primitive	GWAS Catalog
oncology	EPAS1	D007680	Kidney Neoplasms	GWAS Catalog
oncology	ERBB4	D001943	Breast Neoplasms	GWAS Catalog
oncology	ESR1	D001943	Breast Neoplasms	GWAS Catalog
oncology	ESR1	D009369	Neoplasms	GWAS Catalog
oncology	FGFR2	D001943	Breast Neoplasms	GWAS Catalog
oncology	FGFR2	D009369	Neoplasms	GWAS Catalog
oncology	FGFR2	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	FGFR2	D013736	Testicular Neoplasms	GWAS Catalog
oncology	FLT4	D006258	Head and Neck Neoplasms	GWAS Catalog
oncology	FLT4	D009303	Nasopharyngeal Neoplasms	GWAS Catalog
oncology	FSHR	D010051	Ovarian Neoplasms	GWAS Catalog
oncology	GNRH1	D007889	Leiomyoma	GWAS Catalog
oncology	IL13	D006689	Hodgkin Disease	GWAS Catalog
oncology	ITGB8	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	JAK2	D011087	Polycythemia Vera	GWAS Catalog
oncology	JAK2	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	GWAS Catalog
oncology	JAK2	D019337	Hematologic Neoplasms	GWAS Catalog
oncology	KLK2	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	KLK3	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	LHCGR	D010051	Ovarian Neoplasms	GWAS Catalog
oncology	LHCGR	D011085	Polycystic Ovary Syndrome	GWAS Catalog
oncology	MAP3K1	D001943	Breast Neoplasms	GWAS Catalog
oncology	MAP3K1	D009369	Neoplasms	GWAS Catalog
oncology	MC1R	D014983	Xeroderma Pigmentosum	GWAS Catalog
oncology	MC1R	D018307	Neoplasms, Squamous Cell	GWAS Catalog
oncology	MDM4	D001943	Breast Neoplasms	GWAS Catalog
oncology	MSLN	D009369	Neoplasms	GWAS Catalog
oncology	MYC	D001943	Breast Neoplasms	GWAS Catalog
oncology	MYC	D008223	Lymphoma	GWAS Catalog
oncology	MYC	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	NKX3-1	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	NOTCH2	D001943	Breast Neoplasms	GWAS Catalog
oncology	NOTCH4	D015179	Colorectal Neoplasms	GWAS Catalog
oncology	PARP1	D008545	Melanoma	GWAS Catalog
oncology	PIK3C2B	D009369	Neoplasms	GWAS Catalog
oncology	PTPN1	D015179	Colorectal Neoplasms	GWAS Catalog
oncology	TNFRSF13B	D009101	Multiple Myeloma	GWAS Catalog
oncology	TYR	D008545	Melanoma	GWAS Catalog
oncology	TYRP1	D008545	Melanoma	GWAS Catalog
oncology	VEGFA	D011471	Prostatic Neoplasms	GWAS Catalog
oncology	VEGFA	D014565	Urogenital Neoplasms	GWAS Catalog
oncology	WT1	D010051	Ovarian Neoplasms	GWAS Catalog
oncology	FGFR2	D001943	Breast Neoplasms	Neale UKBB
oncology	FGFR2	D009369	Neoplasms	Neale UKBB
oncology	MC1R	D014983	Xeroderma Pigmentosum	Neale UKBB
oncology	TYR	D008545	Melanoma	Neale UKBB
oncology	AR	D011471	Prostatic Neoplasms	FinnGen
oncology	FGFR2	D001943	Breast Neoplasms	FinnGen
oncology	FGFR2	D009369	Neoplasms	FinnGen
oncology	FGFR2	D011471	Prostatic Neoplasms	FinnGen
oncology	FGFR2	D013736	Testicular Neoplasms	FinnGen
oncology	IGF1	D001943	Breast Neoplasms	FinnGen
oncology	KLK3	D011471	Prostatic Neoplasms	FinnGen
oncology	MAP3K1	D001943	Breast Neoplasms	FinnGen
oncology	MC1R	D055623	Keratosis, Actinic	FinnGen
oncology	MDM4	D009369	Neoplasms	FinnGen
oncology	NKX3-1	D011471	Prostatic Neoplasms	FinnGen
oncology	WT1	D009369	Neoplasms	FinnGen
cardiovascular	ACE	D006973	Hypertension	GWAS Catalog
cardiovascular	ADRA1A	D006973	Hypertension	GWAS Catalog
cardiovascular	ADRA2C	D006973	Hypertension	GWAS Catalog
cardiovascular	ADRB1	D006973	Hypertension	GWAS Catalog
cardiovascular	ADRB2	D006973	Hypertension	GWAS Catalog
cardiovascular	AGT	D006973	Hypertension	GWAS Catalog
cardiovascular	CETP	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	CYP11B2	D006973	Hypertension	GWAS Catalog
cardiovascular	EDNRA	D006973	Hypertension	GWAS Catalog
cardiovascular	F11	D013927	Thrombosis	GWAS Catalog
cardiovascular	F11	D020246	Venous Thrombosis	GWAS Catalog
cardiovascular	F2	D013927	Thrombosis	GWAS Catalog
cardiovascular	F2	D020246	Venous Thrombosis	GWAS Catalog
cardiovascular	FCGR2A	D014657	Vasculitis	GWAS Catalog
cardiovascular	GP6	D013927	Thrombosis	GWAS Catalog
cardiovascular	GUCY1A1	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	GUCY1B1	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	HCN4	D001281	Atrial Fibrillation	GWAS Catalog
cardiovascular	IL12B	D013625	Takayasu Arteritis	GWAS Catalog
cardiovascular	KCND3	D001281	Atrial Fibrillation	GWAS Catalog
cardiovascular	KCNH2	D001281	Atrial Fibrillation	GWAS Catalog
cardiovascular	KCNJ5	D001281	Atrial Fibrillation	GWAS Catalog
cardiovascular	LPA	D002318	Cardiovascular Diseases	GWAS Catalog
cardiovascular	LPA	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	MAPK14	D017719	Diabetic Foot	GWAS Catalog
cardiovascular	MME	D006973	Hypertension	GWAS Catalog
cardiovascular	NOS3	D020521	Stroke	GWAS Catalog
cardiovascular	NPR1	D006973	Hypertension	GWAS Catalog
cardiovascular	PCSK9	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	PDE3A	D020521	Stroke	GWAS Catalog
cardiovascular	PDE3A	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	PDE5A	D006973	Hypertension	GWAS Catalog
cardiovascular	PLG	D009203	Myocardial Infarction	GWAS Catalog
cardiovascular	REN	D006973	Hypertension	GWAS Catalog
cardiovascular	SCN5A	D001145	Arrhythmias, Cardiac	GWAS Catalog
cardiovascular	SCN5A	D001281	Atrial Fibrillation	GWAS Catalog
cardiovascular	SCN5A	D017180	Tachycardia, Ventricular	GWAS Catalog
cardiovascular	SLC12A2	D006973	Hypertension	GWAS Catalog
cardiovascular	VDR	D006973	Hypertension	GWAS Catalog
cardiovascular	VEGFA	D050197	Atherosclerosis	GWAS Catalog
cardiovascular	VWF	D013927	Thrombosis	GWAS Catalog
cardiovascular	VWF	D020246	Venous Thrombosis	GWAS Catalog
cardiovascular	ACE	D006973	Hypertension	Neale UKBB
cardiovascular	ADRB1	D006973	Hypertension	Neale UKBB
cardiovascular	AGT	D006973	Hypertension	Neale UKBB
cardiovascular	F11	D013927	Thrombosis	Neale UKBB
cardiovascular	F11	D020246	Venous Thrombosis	Neale UKBB
cardiovascular	F2	D013927	Thrombosis	Neale UKBB
cardiovascular	F2	D020246	Venous Thrombosis	Neale UKBB
cardiovascular	GRM7	D020521	Stroke	Neale UKBB
cardiovascular	KCND3	D001281	Atrial Fibrillation	Neale UKBB
cardiovascular	NOS3	D020521	Stroke	Neale UKBB
cardiovascular	NPR1	D006973	Hypertension	Neale UKBB
cardiovascular	VDR	D006973	Hypertension	Neale UKBB
cardiovascular	ADRB1	D006973	Hypertension	FinnGen
cardiovascular	AGT	D006973	Hypertension	FinnGen
cardiovascular	EDNRA	D002318	Cardiovascular Diseases	FinnGen
cardiovascular	EDNRA	D006973	Hypertension	FinnGen
cardiovascular	F11	D013927	Thrombosis	FinnGen
cardiovascular	F11	D020246	Venous Thrombosis	FinnGen
cardiovascular	HCN4	D001281	Atrial Fibrillation	FinnGen
cardiovascular	KCND3	D001281	Atrial Fibrillation	FinnGen
cardiovascular	KCNJ5	D001281	Atrial Fibrillation	FinnGen
cardiovascular	LPA	D002318	Cardiovascular Diseases	FinnGen
cardiovascular	LPA	D050197	Atherosclerosis	FinnGen
cardiovascular	PCSK9	D050197	Atherosclerosis	FinnGen
cardiovascular	PDE3A	D020521	Stroke	FinnGen
cardiovascular	SCN5A	D001281	Atrial Fibrillation	FinnGen
neurology	ADRB1	D000544	Alzheimer Disease	GWAS Catalog
neurology	APOE	D000544	Alzheimer Disease	GWAS Catalog
neurology	APP	D000544	Alzheimer Disease	GWAS Catalog
neurology	APP	D003704	Dementia	GWAS Catalog
neurology	APP	D013494	Supranuclear Palsy, Progressive	GWAS Catalog
neurology	C9orf72	D000690	Amyotrophic Lateral Sclerosis	GWAS Catalog
neurology	C9orf72	D057180	Frontotemporal Dementia	GWAS Catalog
neurology	CALCB	D008881	Migraine Disorders	GWAS Catalog
neurology	CBS	D006712	Homocystinuria	GWAS Catalog
neurology	CD33	D000544	Alzheimer Disease	GWAS Catalog
neurology	CD6	D009103	Multiple Sclerosis	GWAS Catalog
neurology	CXCR4	D009103	Multiple Sclerosis	GWAS Catalog
neurology	FYN	D010300	Parkinson Disease	GWAS Catalog
neurology	GABRA2	D004827	Epilepsy	GWAS Catalog
neurology	GABRA2	D004829	Epilepsy, Generalized	GWAS Catalog
neurology	GCH1	D010300	Parkinson Disease	GWAS Catalog
neurology	GRIA1	D012893	Sleep Wake Disorders	GWAS Catalog
neurology	GRIN2B	D000544	Alzheimer Disease	GWAS Catalog
neurology	GRN	D057180	Frontotemporal Dementia	GWAS Catalog
neurology	HCRTR1	D007319	Sleep Initiation and Maintenance Disorders	GWAS Catalog
neurology	HCRTR1	D012893	Sleep Wake Disorders	GWAS Catalog
neurology	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders	GWAS Catalog
neurology	HCRTR2	D009290	Narcolepsy	GWAS Catalog
neurology	HCRTR2	D012893	Sleep Wake Disorders	GWAS Catalog
neurology	HTR1A	D007319	Sleep Initiation and Maintenance Disorders	GWAS Catalog
neurology	IL12B	D009103	Multiple Sclerosis	GWAS Catalog
neurology	IL7R	D009103	Multiple Sclerosis	GWAS Catalog
neurology	LRRK2	D010300	Parkinson Disease	GWAS Catalog
neurology	MAPK14	D003929	Diabetic Neuropathies	GWAS Catalog
neurology	MAPT	D000544	Alzheimer Disease	GWAS Catalog
neurology	MAPT	D013494	Supranuclear Palsy, Progressive	GWAS Catalog
neurology	MTNR1B	D007319	Sleep Initiation and Maintenance Disorders	GWAS Catalog
neurology	MTNR1B	D012893	Sleep Wake Disorders	GWAS Catalog
neurology	MTNR1B	D020178	Sleep Disorders, Circadian Rhythm	GWAS Catalog
neurology	MTNR1B	D058496	Smith-Magenis Syndrome	GWAS Catalog
neurology	NOS3	D020521	Stroke	GWAS Catalog
neurology	PDE3A	D020521	Stroke	GWAS Catalog
neurology	PTPRS	D000544	Alzheimer Disease	GWAS Catalog
neurology	SCN1A	D004827	Epilepsy	GWAS Catalog
neurology	SCN1A	D004828	Epilepsies, Partial	GWAS Catalog
neurology	SCN1A	D004829	Epilepsy, Generalized	GWAS Catalog
neurology	SLC6A3	D009290	Narcolepsy	GWAS Catalog
neurology	SLC6A3	D012148	Restless Legs Syndrome	GWAS Catalog
neurology	SLC6A3	D012893	Sleep Wake Disorders	GWAS Catalog
neurology	SLC6A3	D020920	Dyssomnias	GWAS Catalog
neurology	SNCA	D010300	Parkinson Disease	GWAS Catalog
neurology	SNCA	D019578	Multiple System Atrophy	GWAS Catalog
neurology	TNFRSF1A	D009103	Multiple Sclerosis	GWAS Catalog
neurology	TRPM8	D008881	Migraine Disorders	GWAS Catalog
neurology	APOE	D000544	Alzheimer Disease	Neale UKBB
neurology	CALCB	D008881	Migraine Disorders	Neale UKBB
neurology	DRD2	D007319	Sleep Initiation and Maintenance Disorders	Neale UKBB
neurology	DRD2	D012148	Restless Legs Syndrome	Neale UKBB
neurology	GRM7	D020521	Stroke	Neale UKBB
neurology	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders	Neale UKBB
neurology	HCRTR2	D009290	Narcolepsy	Neale UKBB
neurology	HCRTR2	D012893	Sleep Wake Disorders	Neale UKBB
neurology	HCRTR2	D020177	Idiopathic Hypersomnia	Neale UKBB
neurology	HTR7	D007319	Sleep Initiation and Maintenance Disorders	Neale UKBB
neurology	LRRK2	D010300	Parkinson Disease	Neale UKBB
neurology	MTNR1B	D020178	Sleep Disorders, Circadian Rhythm	Neale UKBB
neurology	MTNR1B	D058496	Smith-Magenis Syndrome	Neale UKBB
neurology	NOS3	D020521	Stroke	Neale UKBB
neurology	PDE7A	D009437	Neuralgia	Neale UKBB
neurology	SLC6A3	D009290	Narcolepsy	Neale UKBB
neurology	SLC6A3	D012148	Restless Legs Syndrome	Neale UKBB
neurology	SLC6A3	D012893	Sleep Wake Disorders	Neale UKBB
neurology	SLC6A3	D020920	Dyssomnias	Neale UKBB
neurology	SNCA	D010300	Parkinson Disease	Neale UKBB
neurology	SNCA	D019578	Multiple System Atrophy	Neale UKBB
neurology	TRPM8	D008881	Migraine Disorders	Neale UKBB
neurology	APOE	D000544	Alzheimer Disease	FinnGen
neurology	GRN	D000544	Alzheimer Disease	FinnGen
neurology	PDE3A	D020521	Stroke	FinnGen
congenital	ALPL	D007014	Hypophosphatasia	GWAS Catalog
congenital	APOA1	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	APOA1	D052456	Hypoalphalipoproteinemias	GWAS Catalog
congenital	APOB	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	APOE	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	BCL11A	D000755	Anemia, Sickle Cell	GWAS Catalog
congenital	BCL11A	D013789	Thalassemia	GWAS Catalog
congenital	CBS	D006712	Homocystinuria	GWAS Catalog
congenital	CD200R1	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	CETP	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	F11	D005173	Factor XI Deficiency	GWAS Catalog
congenital	F7	D005168	Factor VII Deficiency	GWAS Catalog
congenital	F7	D006467	Hemophilia A	GWAS Catalog
congenital	GATA3	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	IL13	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	IL2RA	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	IL33	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	IL4R	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	INPP5D	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	LCAT	D007863	Lecithin Cholesterol Acyltransferase Deficiency	GWAS Catalog
congenital	MC1R	D000417	Albinism	GWAS Catalog
congenital	MTNR1B	D058496	Smith-Magenis Syndrome	GWAS Catalog
congenital	NFKB1	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	PCSK9	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	PPARA	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	PPARG	D006073	Gout	GWAS Catalog
congenital	SLC22A12	D006073	Gout	GWAS Catalog
congenital	SLC40A1	D006432	Hemochromatosis	GWAS Catalog
congenital	THRB	D006938	Hyperlipoproteinemia Type II	GWAS Catalog
congenital	TNFSF4	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	TSLP	D003876	Dermatitis, Atopic	GWAS Catalog
congenital	VEGFA	D012174	Retinitis Pigmentosa	GWAS Catalog
congenital	VWF	D006467	Hemophilia A	GWAS Catalog
congenital	VWF	D014842	von Willebrand Diseases	GWAS Catalog
congenital	APOB	D006938	Hyperlipoproteinemia Type II	Neale UKBB
congenital	APOE	D006938	Hyperlipoproteinemia Type II	Neale UKBB
congenital	IL13	D003876	Dermatitis, Atopic	Neale UKBB
congenital	IL2RA	D003876	Dermatitis, Atopic	Neale UKBB
congenital	MC1R	D000417	Albinism	Neale UKBB
congenital	MTNR1B	D058496	Smith-Magenis Syndrome	Neale UKBB
congenital	PCSK9	D006938	Hyperlipoproteinemia Type II	Neale UKBB
congenital	SLC22A12	D006073	Gout	Neale UKBB
congenital	VWF	D014842	von Willebrand Diseases	Neale UKBB
congenital	APOB	D006938	Hyperlipoproteinemia Type II	FinnGen
congenital	APOE	D006938	Hyperlipoproteinemia Type II	FinnGen
congenital	IL13	D003876	Dermatitis, Atopic	FinnGen
congenital	PCSK9	D006938	Hyperlipoproteinemia Type II	FinnGen
congenital	SERPINA1	D019896	alpha 1-Antitrypsin Deficiency	FinnGen
congenital	VWF	D006467	Hemophilia A	FinnGen
congenital	VWF	D014842	von Willebrand Diseases	FinnGen
infection	AVPR1A	D018805	Sepsis	GWAS Catalog
infection	CHRM3	D029481	Bronchitis, Chronic	GWAS Catalog
infection	IFNAR2	D000086382	COVID-19	GWAS Catalog
infection	IL33	D012852	Sinusitis	GWAS Catalog
infection	TNFRSF1A	D018805	Sepsis	GWAS Catalog
infection	TSLP	D012852	Sinusitis	GWAS Catalog
infection	NFKB1	D012220	Rhinitis	Neale UKBB
infection	IL33	D012852	Sinusitis	FinnGen
endocrine	ABCC8	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	CALCR	D003920	Diabetes Mellitus	GWAS Catalog
endocrine	CALCR	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	ESR1	D004700	Endocrine System Diseases	GWAS Catalog
endocrine	FBP1	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	FGFR1	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	FGFR4	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	GCK	D003920	Diabetes Mellitus	GWAS Catalog
endocrine	GCK	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	GIPR	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	GLP1R	D003920	Diabetes Mellitus	GWAS Catalog
endocrine	GLP1R	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	GLP2R	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	IL2RA	D003922	Diabetes Mellitus, Type 1	GWAS Catalog
endocrine	IL7R	D003922	Diabetes Mellitus, Type 1	GWAS Catalog
endocrine	INS	D003922	Diabetes Mellitus, Type 1	GWAS Catalog
endocrine	INSR	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	KCNJ11	D003920	Diabetes Mellitus	GWAS Catalog
endocrine	KCNJ11	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	MAPK14	D003929	Diabetic Neuropathies	GWAS Catalog
endocrine	MAPK14	D017719	Diabetic Foot	GWAS Catalog
endocrine	MC4R	D003920	Diabetes Mellitus	GWAS Catalog
endocrine	MC4R	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	METAP2	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	NOX4	D003928	Diabetic Nephropathies	GWAS Catalog
endocrine	PPARG	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	SLC5A1	D003920	Diabetes Mellitus	GWAS Catalog
endocrine	TACR3	D004700	Endocrine System Diseases	GWAS Catalog
endocrine	TSHR	D006980	Hyperthyroidism	GWAS Catalog
endocrine	VEGFA	D003924	Diabetes Mellitus, Type 2	GWAS Catalog
endocrine	KCNJ11	D003920	Diabetes Mellitus	Neale UKBB
endocrine	MC4R	D003920	Diabetes Mellitus	Neale UKBB
endocrine	TSHR	D006980	Hyperthyroidism	Neale UKBB
endocrine	IL2RA	D003922	Diabetes Mellitus, Type 1	FinnGen
endocrine	INSR	D003924	Diabetes Mellitus, Type 2	FinnGen
endocrine	KCNJ11	D003920	Diabetes Mellitus	FinnGen
endocrine	KCNJ11	D003924	Diabetes Mellitus, Type 2	FinnGen
endocrine	MC4R	D003924	Diabetes Mellitus, Type 2	FinnGen
endocrine	PPARG	D003924	Diabetes Mellitus, Type 2	FinnGen
endocrine	TSHR	D006980	Hyperthyroidism	FinnGen
respiratory	ADORA1	D001249	Asthma	GWAS Catalog
respiratory	ADORA1	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	ADRB2	D001249	Asthma	GWAS Catalog
respiratory	ADRB2	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	CHRM3	D001249	Asthma	GWAS Catalog
respiratory	CHRM3	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	CHRM3	D029481	Bronchitis, Chronic	GWAS Catalog
respiratory	CHRM3	D065631	Rhinitis, Allergic	GWAS Catalog
respiratory	FGFR3	D001249	Asthma	GWAS Catalog
respiratory	GATA3	D001249	Asthma	GWAS Catalog
respiratory	GATA3	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	HCRTR1	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	IFNAR2	D000086382	COVID-19	GWAS Catalog
respiratory	IL13	D001249	Asthma	GWAS Catalog
respiratory	IL13	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	IL1R1	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	IL33	D001249	Asthma	GWAS Catalog
respiratory	IL33	D009298	Nasal Polyps	GWAS Catalog
respiratory	IL33	D012852	Sinusitis	GWAS Catalog
respiratory	IL33	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	IL33	D065631	Rhinitis, Allergic	GWAS Catalog
respiratory	IL4R	D001249	Asthma	GWAS Catalog
respiratory	IL4R	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	IL4R	D065631	Rhinitis, Allergic	GWAS Catalog
respiratory	IL6	D001249	Asthma	GWAS Catalog
respiratory	MMP12	D001249	Asthma	GWAS Catalog
respiratory	NFKB1	D001249	Asthma	GWAS Catalog
respiratory	NR3C1	D001249	Asthma	GWAS Catalog
respiratory	NR3C1	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	NR3C1	D065631	Rhinitis, Allergic	GWAS Catalog
respiratory	PDE3A	D001249	Asthma	GWAS Catalog
respiratory	PDE3A	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
respiratory	PDE4D	D001249	Asthma	GWAS Catalog
respiratory	PDE4D	D029424	Pulmonary Disease, Chronic Obstructive	GWAS Catalog
