"Gene"	"MSH"	"MSH.Top"	"Phase.Latest"	"lApprovedUS.EU"
"CDK6"	"breast neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CDK6"	"carcinoma, non-small-cell lung"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"eye neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"head and neck neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"leukemia, lymphoid"	"Neoplasms"	"Discontinued"	FALSE
"CDK6"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK6"	"lymphoma, non-hodgkin"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK6"	"melanoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"mesothelioma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK6"	"neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK6"	"pancreatic neoplasms"	"Neoplasms"	"Preclinical"	FALSE
"CDK6"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"sarcoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK6"	"stomach neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"breast neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"carcinoma, non-small-cell lung"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"glaucoma"	"Eye Diseases"	"Discontinued"	FALSE
"CDK7"	"head and neck neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"leukemia, lymphoid"	"Neoplasms"	"Discontinued"	FALSE
"CDK7"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"lymphoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"lymphoma, b-cell"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"lymphoma, non-hodgkin"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"melanoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"mesothelioma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"multiple myeloma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"sarcoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK7"	"stomach neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK9"	"arthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"CDK9"	"biliary tract neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK9"	"carcinoma, neuroendocrine"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK9"	"colorectal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"esophageal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"gastrointestinal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"glaucoma"	"Eye Diseases"	"Discontinued"	FALSE
"CDK9"	"head and neck neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK9"	"hiv infections"	"Virus Diseases"	"No Development Reported"	FALSE
"CDK9"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"CDK9"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDK9"	"leukemia, lymphoid"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CDK9"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"liver neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"lymphoma, b-cell"	"Neoplasms"	"No Development Reported"	FALSE
"CDK9"	"lymphoma, non-hodgkin"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK9"	"melanoma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK9"	"mesothelioma"	"Neoplasms"	"No Development Reported"	FALSE
"CDK9"	"multiple myeloma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDK9"	"multiple sclerosis"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CDK9"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase I Clinical Trial"	FALSE
"CDK9"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"ovarian neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"pain"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CDK9"	"pancreatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"prostatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"CDK9"	"sarcoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"stomach neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDK9"	"vaginal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CDKN1A"	"breast neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"carcinoma, non-small-cell lung"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"colorectal neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"glaucoma"	"Eye Diseases"	"No Development Reported"	FALSE
"CDKN1A"	"head and neck neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"leukemia"	"Neoplasms"	"Discontinued"	FALSE
"CDKN1A"	"lung neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"melanoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"CDKN1A"	"ovarian neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"pancreatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"CDKN1A"	"small cell lung carcinoma"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1A"	"stomach neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN1B"	"coronary restenosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CDKN1B"	"hearing loss"	"Otorhinolaryngologic Diseases"	"No Development Reported"	FALSE
"CDKN1B"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN2A"	"anus neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDKN2A"	"brain neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN2A"	"colorectal neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN2A"	"coronary restenosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CDKN2A"	"head and neck neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDKN2A"	"liver neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN2A"	"neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"CDKN2A"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN2A"	"uterine cervical neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDKN2A"	"vaginal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CDKN2B"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDKN2C"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CDNF"	"nervous system diseases"	"Nervous System Diseases"	"Preclinical"	FALSE
"CDNF"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"CEACAM1"	"inflammatory bowel diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CEACAM1"	"melanoma"	"Neoplasms"	"Preclinical"	FALSE
"CEACAM1"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CEACAM5"	"blood coagulation disorders"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"CEACAM5"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CEACAM5"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CEACAM5"	"colorectal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CEACAM5"	"gastrointestinal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CEACAM5"	"liver neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CEACAM5"	"lung neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CEACAM5"	"melanoma"	"Neoplasms"	"No Development Reported"	FALSE
"CEACAM5"	"neoplasms"	"Neoplasms"	"Launched"	TRUE
"CEACAM5"	"ovarian neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CEACAM5"	"pancreatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CEACAM5"	"prostatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CEACAM5"	"small cell lung carcinoma"	"Neoplasms"	"Discontinued"	FALSE
"CEACAM5"	"thyroid neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CEACAM6"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CEACAM6"	"pancreatic neoplasms"	"Neoplasms"	"Preclinical"	FALSE
"CEACAM6"	"small cell lung carcinoma"	"Neoplasms"	"Preclinical"	FALSE
"CEBPB"	"aids dementia complex"	"Virus Diseases"	"No Development Reported"	FALSE
"CEBPB"	"osteoporosis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"CEL"	"atherosclerosis"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"CEL"	"cystic fibrosis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CEL"	"malabsorption syndromes"	"Digestive System Diseases"	"Phase III Clinical Trial"	FALSE
"CEL"	"pancreatic neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"CEL"	"pancreatitis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CELA1"	"arthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"CELA1"	"atherosclerosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CELA1"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CELA1"	"emphysema"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CELA1"	"pancreatitis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CELA1"	"peripheral vascular diseases"	"Cardiovascular Diseases"	"Phase I Clinical Trial"	FALSE
"CELA1"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"CELA1"	"reperfusion injury"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CELA3B"	"atherosclerosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CELA3B"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CENPE"	"colorectal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"leukemia, lymphoid"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"liver neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"lung neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"lymphoma, non-hodgkin"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"pancreatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CENPE"	"stomach neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CERK"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CES2"	"radiation injuries"	"Wounds and Injuries"	"No Development Reported"	FALSE
"CETP"	"atherosclerosis"	"Cardiovascular Diseases"	"Phase III Clinical Trial"	FALSE
"CETP"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Preclinical"	FALSE
"CETP"	"hypercholesterolemia"	"Nutritional and Metabolic Diseases"	"Phase III Clinical Trial"	FALSE
"CETP"	"hyperlipidemias"	"Nutritional and Metabolic Diseases"	"Phase III Clinical Trial"	FALSE
"CETP"	"obesity"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CFD"	"hemorrhage"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CFD"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"Discontinued"	FALSE
"CFD"	"macular degeneration"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"CFH"	"glomerulonephritis, membranoproliferative"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"CFH"	"hemolytic-uremic syndrome"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"CFH"	"macular degeneration"	"Eye Diseases"	"No Development Reported"	FALSE
"CFLAR"	"breast neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CFLAR"	"fallopian tube neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CFLAR"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CFLAR"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"No Development Reported"	FALSE
"CFLAR"	"neoplasms, basal cell"	"Neoplasms"	"No Development Reported"	FALSE
"CFLAR"	"neoplasms, squamous cell"	"Neoplasms"	"No Development Reported"	FALSE
"CFLAR"	"ovarian neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CFLAR"	"pain"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CFLAR"	"peritoneal neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CFLAR"	"prostatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CFLAR"	"uterine cervical neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CFTR"	"amino acid metabolism, inborn errors"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"Phase II Clinical Trial"	FALSE
"CFTR"	"asthma"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"CFTR"	"cystic fibrosis"	"Digestive System Diseases"	"Launched"	TRUE
"CFTR"	"diarrhea"	"Pathological Conditions, Signs and Symptoms"	"Registered"	TRUE
"CFTR"	"hemophilia a"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"CFTR"	"hemophilia b"	"Hemic and Lymphatic Diseases"	"Phase II Clinical Trial"	FALSE
"CFTR"	"hypercholesterolemia"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CFTR"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"Discontinued"	FALSE
"CFTR"	"irritable bowel syndrome"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CFTR"	"marfan syndrome"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"CFTR"	"muscular dystrophy, duchenne"	"Musculoskeletal Diseases"	"Pre-registration"	TRUE
"CFTR"	"neurofibromatoses"	"Neoplasms"	"No Development Reported"	FALSE
"CFTR"	"pemphigoid, bullous"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"CFTR"	"polycystic kidney diseases"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"CFTR"	"retinitis pigmentosa"	"Eye Diseases"	"No Development Reported"	FALSE
"CGB"	"breast neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CGB"	"carcinoma, non-small-cell lung"	"Neoplasms"	"No Development Reported"	FALSE
"CGB"	"colorectal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CGB"	"neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"CGB"	"ovarian neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CGB"	"pancreatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CGB"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CGB"	"testicular neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CGB"	"urinary bladder neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHAT"	"alzheimer disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHAT"	"depression"	"Behavior and Behavior Mechanisms"	"Phase II Clinical Trial"	FALSE
"CHAT"	"epilepsy"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHAT"	"essential tremor"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHAT"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHAT"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHDH"	"alzheimer disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHDH"	"movement disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHEK1"	"brain neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CHEK1"	"breast neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"carcinoma, neuroendocrine"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK1"	"colorectal neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"hodgkin disease"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"leukemia, lymphoid"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"leukemia, myeloid, acute"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"leukemia, myelomonocytic, chronic"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"lung neoplasms"	"Neoplasms"	"Discontinued"	FALSE
"CHEK1"	"lymphoma"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"lymphoma, non-hodgkin"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"mesothelioma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK1"	"mouth neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"myelodysplastic syndromes"	"Hemic and Lymphatic Diseases"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK1"	"neuroblastoma"	"Neoplasms"	"Preclinical"	FALSE
"CHEK1"	"ovarian neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"pancreatic neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK1"	"prostatic neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK1"	"urinary bladder neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK2"	"carcinoma, neuroendocrine"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK2"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK2"	"leukemia, lymphoid"	"Neoplasms"	"Discontinued"	FALSE
"CHEK2"	"lymphoma"	"Neoplasms"	"Discontinued"	FALSE
"CHEK2"	"mesothelioma"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK2"	"mouth neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK2"	"neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHEK2"	"ovarian neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHEK2"	"urinary bladder neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"CHKA"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CHRM1"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM1"	"alzheimer disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRM1"	"amnesia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM1"	"amyotrophic lateral sclerosis"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM1"	"asthma"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM1"	"autistic disorder"	"Mental Disorders"	"Preclinical"	FALSE
"CHRM1"	"biliary dyskinesia"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"bipolar disorder"	"Mental Disorders"	"Launched"	TRUE
"CHRM1"	"bradycardia"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"CHRM1"	"brain ischemia"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM1"	"cachexia"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CHRM1"	"cholangitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"cholecystitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"cholelithiasis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"colitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"colitis, ulcerative"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"constipation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CHRM1"	"crohn disease"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"dementia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM1"	"depression"	"Behavior and Behavior Mechanisms"	"Preclinical"	FALSE
"CHRM1"	"depressive disorder"	"Mental Disorders"	"No Development Reported"	FALSE
"CHRM1"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRM1"	"down syndrome"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM1"	"duodenal ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"dysmenorrhea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM1"	"dyspepsia"	"Pathological Conditions, Signs and Symptoms"	"Pre-registration"	FALSE
"CHRM1"	"enuresis"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM1"	"esophagitis, peptic"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"fragile x syndrome"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM1"	"gastritis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"gastroesophageal reflux"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"gastrointestinal diseases"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"gastroparesis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CHRM1"	"glaucoma"	"Eye Diseases"	"Preclinical"	FALSE
"CHRM1"	"huntington disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM1"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"CHRM1"	"inflammatory bowel diseases"	"Digestive System Diseases"	"Discontinued"	FALSE
"CHRM1"	"irritable bowel syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"lewy body disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM1"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM1"	"myopia"	"Eye Diseases"	"No Development Reported"	FALSE
"CHRM1"	"nausea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM1"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM1"	"obesity"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRM1"	"ocular motility disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM1"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM1"	"pancreatitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"parkinson disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRM1"	"peptic ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"poisoning"	"Substance-Related Disorders"	"Launched"	TRUE
"CHRM1"	"postcholecystectomy syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"psychotic disorders"	"Mental Disorders"	"Launched"	TRUE
"CHRM1"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM1"	"schizophrenia"	"Mental Disorders"	"Launched"	TRUE
"CHRM1"	"sialorrhea"	"Stomatognathic Diseases"	"Phase II Clinical Trial"	FALSE
"CHRM1"	"sjogren's syndrome"	"Musculoskeletal Diseases"	"Launched"	TRUE
"CHRM1"	"spasm"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM1"	"stomach ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM1"	"substance-related disorders"	"Substance-Related Disorders"	"Discontinued"	FALSE
"CHRM1"	"supranuclear palsy, progressive"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM1"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM1"	"urinary bladder, neurogenic"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM1"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM1"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM1"	"urinary tract infections"	"Bacterial Infections and Mycoses"	"Launched"	TRUE
"CHRM1"	"urogenital abnormalities"	"Male Urogenital Diseases"	"Withdrawn"	FALSE
"CHRM1"	"xerostomia"	"Stomatognathic Diseases"	"No Development Reported"	FALSE
"CHRM2"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM2"	"alzheimer disease"	"Nervous System Diseases"	"Phase I Clinical Trial"	FALSE
"CHRM2"	"arrhythmias, cardiac"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"CHRM2"	"asthma"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM2"	"biliary dyskinesia"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"bipolar disorder"	"Mental Disorders"	"Launched"	TRUE
"CHRM2"	"brain ischemia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM2"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"CHRM2"	"cholangitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"cholecystitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"cholelithiasis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"colitis"	"Digestive System Diseases"	"Launched"	TRUE
